no	id	type	pos	s	na	pop	genorig	genfix	gen	h	1000_rep0_dom.hs_fixed.txt
7	8168	m2	3597435	-0.0338475	0	p1	414	611	414	0.402207	1001_rep4_dom.hs_fixed.txt
8	8026	m2	1667701	-0.0171312	0	p1	407	614	407	0.0755313	1001_rep4_dom.hs_fixed.txt
9	8314	m2	1994920	-0.0458321	0	p1	421	614	421	0.0487404	1001_rep4_dom.hs_fixed.txt
10	6395	m2	2236916	-0.0191783	0	p1	324	614	324	0.0419114	1001_rep4_dom.hs_fixed.txt
11	7010	m2	534051	-0.00162411	0	p1	354	623	354	0.227172	1001_rep4_dom.hs_fixed.txt
12	13269	m2	3027793	-0.00428188	0	p1	667	792	667	0.250871	1001_rep4_dom.hs_fixed.txt
13	11027	m2	4570735	-0.0225422	0	p1	558	803	558	0.0507913	1001_rep4_dom.hs_fixed.txt
14	11496	m2	6914663	-0.0390964	0	p1	582	803	582	0.4958	1001_rep4_dom.hs_fixed.txt
15	8008	m2	860331	-0.00260121	0	p1	407	845	407	0.0505932	1001_rep4_dom.hs_fixed.txt
16	7760	m2	320772	-9.57967e-05	0	p1	393	873	393	0.350759	1001_rep4_dom.hs_fixed.txt
17	16809	m2	4410221	-0.00322545	0	p1	844	985	844	0.0969172	1001_rep4_dom.hs_fixed.txt
18	11146	m2	8813551	-0.0092965	0	p1	564	1132	564	0.033177	1001_rep4_dom.hs_fixed.txt
19	9031	m2	8878731	-0.0225426	0	p1	456	1139	456	0.0468052	1001_rep4_dom.hs_fixed.txt
20	18675	m2	9901512	-0.0114792	0	p1	935	1278	935	0.327729	1001_rep4_dom.hs_fixed.txt
21	18280	m2	4723599	-0.004578	0	p1	917	1287	917	0.0167776	1001_rep4_dom.hs_fixed.txt
22	14107	m2	5972252	-0.0116149	0	p1	710	1287	710	0.102622	1001_rep4_dom.hs_fixed.txt
23	21157	m2	6143625	-0.0227855	0	p1	1061	1295	1061	0.35896	1001_rep4_dom.hs_fixed.txt
24	20010	m2	6155559	-0.018482	0	p1	1002	1295	1002	0.105038	1001_rep4_dom.hs_fixed.txt
25	22634	m2	469049	-5.82504e-05	0	p1	1137	1298	1137	0.361641	1001_rep4_dom.hs_fixed.txt
26	18304	m2	7327791	-0.00143592	0	p1	918	1344	918	0.281362	1001_rep4_dom.hs_fixed.txt
27	19298	m2	7513910	-0.00331599	0	p1	966	1344	966	0.199354	1001_rep4_dom.hs_fixed.txt
28	22370	m2	1687801	-0.00127383	0	p1	1123	1366	1123	0.276703	1001_rep4_dom.hs_fixed.txt
29	21454	m2	2496988	-0.00261157	0	p1	1076	1399	1076	0.0467532	1001_rep4_dom.hs_fixed.txt
30	20379	m2	3238494	-0.0536056	0	p1	1021	1399	1021	0.393893	1001_rep4_dom.hs_fixed.txt
31	21613	m2	4849315	-0.00164977	0	p1	1084	1409	1084	0.337166	1001_rep4_dom.hs_fixed.txt
32	21404	m2	5206339	-0.00423776	0	p1	1073	1409	1073	0.293514	1001_rep4_dom.hs_fixed.txt
33	20879	m2	1053288	-0.00523859	0	p1	1048	1443	1048	0.404535	1001_rep4_dom.hs_fixed.txt
34	22739	m2	1395973	-0.041059	0	p1	1142	1456	1142	0.464831	1001_rep4_dom.hs_fixed.txt
35	25413	m2	2281215	-0.0330633	0	p1	1272	1459	1272	0.242265	1001_rep4_dom.hs_fixed.txt
36	24890	m2	5682068	-0.00890198	0	p1	1248	1474	1248	0.492897	1001_rep4_dom.hs_fixed.txt
37	24818	m2	5717681	-0.021119	0	p1	1245	1481	1245	0.195397	1001_rep4_dom.hs_fixed.txt
38	28148	m2	6230451	-0.0223597	0	p1	1411	1563	1411	0.0860504	1001_rep4_dom.hs_fixed.txt
39	23815	m2	6596141	-0.022308	0	p1	1194	1563	1194	0.139517	1001_rep4_dom.hs_fixed.txt
40	28251	m2	2088075	-0.0187934	0	p1	1415	1586	1415	0.0896847	1001_rep4_dom.hs_fixed.txt
41	29978	m2	895658	-0.0226753	0	p1	1504	1660	1504	0.307983	1001_rep4_dom.hs_fixed.txt
42	19555	m2	9153179	-0.000981663	0	p1	979	1718	979	0.0270623	1001_rep4_dom.hs_fixed.txt
43	10979	m2	8313533	-0.0142067	0	p1	555	1824	555	0.469312	1001_rep4_dom.hs_fixed.txt
44	32779	m2	7162962	-0.023777	0	p1	1642	1953	1642	0.242929	1001_rep4_dom.hs_fixed.txt
45	29924	m2	2868837	-0.0233021	0	p1	1501	1955	1501	0.272456	1001_rep4_dom.hs_fixed.txt
46	32277	m2	3961348	-0.0129383	0	p1	1617	1968	1617	0.0988622	1001_rep4_dom.hs_fixed.txt
47	34712	m2	5902433	-0.00163717	0	p1	1740	1998	1740	0.114504	1001_rep4_dom.hs_fixed.txt
48	12757	m2	8514278	-0.00865348	0	p1	642	2017	642	0.421017	1001_rep4_dom.hs_fixed.txt
49	27702	m2	4947206	-0.00216825	0	p1	1389	2080	1389	0.151804	1001_rep4_dom.hs_fixed.txt
50	34852	m2	4057428	-0.00140682	0	p1	1747	2156	1747	0.471893	1001_rep4_dom.hs_fixed.txt
51	38543	m2	1981522	-0.0102692	0	p1	1927	2159	1927	0.277057	1001_rep4_dom.hs_fixed.txt
52	30700	m2	4470744	-0.0340144	0	p1	1539	2159	1539	0.18127	1001_rep4_dom.hs_fixed.txt
53	36810	m2	9794645	-0.0222877	0	p1	1843	2181	1843	0.267551	1001_rep4_dom.hs_fixed.txt
54	40574	m2	7319778	-0.00866519	0	p1	2028	2209	2028	0.160524	1001_rep4_dom.hs_fixed.txt
55	29593	m2	615472	-0.00276131	0	p1	1485	2311	1485	0.224325	1001_rep4_dom.hs_fixed.txt
56	34384	m2	720015	-0.000329635	0	p1	1723	2342	1723	0.487638	1001_rep4_dom.hs_fixed.txt
57	41258	m2	2581524	-0.00265364	0	p1	2063	2366	2063	0.405925	1001_rep4_dom.hs_fixed.txt
58	33468	m2	9566597	-0.00928958	0	p1	1678	2394	1678	0.214524	1001_rep4_dom.hs_fixed.txt
59	43872	m2	7021693	-0.0162361	0	p1	2192	2410	2192	0.161165	1001_rep4_dom.hs_fixed.txt
60	42198	m2	7312599	-0.0366117	0	p1	2109	2410	2109	0.259894	1001_rep4_dom.hs_fixed.txt
61	35138	m2	3148385	-0.00836953	0	p1	1760	2411	1760	0.277299	1001_rep4_dom.hs_fixed.txt
62	40214	m2	3594628	-0.0189799	0	p1	2011	2411	2011	0.0219166	1001_rep4_dom.hs_fixed.txt
63	42815	m2	6673095	-0.0205751	0	p1	2141	2455	2141	0.385508	1001_rep4_dom.hs_fixed.txt
64	45050	m2	6790468	-0.00991188	0	p1	2251	2455	2251	0.268027	1001_rep4_dom.hs_fixed.txt
65	44802	m2	7473678	-0.0113079	0	p1	2239	2496	2239	0.0859582	1001_rep4_dom.hs_fixed.txt
66	36330	m2	8079312	-0.0482694	0	p1	1819	2521	1819	0.236936	1001_rep4_dom.hs_fixed.txt
67	47066	m2	1471539	-0.0315471	0	p1	2350	2643	2350	0.325424	1001_rep4_dom.hs_fixed.txt
68	46643	m2	2789319	-0.0139397	0	p1	2330	2698	2330	0.397352	1001_rep4_dom.hs_fixed.txt
69	51913	m2	9126726	-0.003394	0	p1	2588	2898	2588	0.400258	1001_rep4_dom.hs_fixed.txt
70	56155	m2	8001600	-0.0047052	0	p1	2800	2963	2800	0.15842	1001_rep4_dom.hs_fixed.txt
71	52406	m2	625693	-0.000859823	0	p1	2612	2966	2612	0.299252	1001_rep4_dom.hs_fixed.txt
72	52497	m2	5739906	-0.0100924	0	p1	2617	3125	2617	0.0363522	1001_rep4_dom.hs_fixed.txt
73	53506	m2	4535635	-0.0209916	0	p1	2666	3153	2666	0.33535	1001_rep4_dom.hs_fixed.txt
74	50021	m2	4712747	-0.00461948	0	p1	2495	3153	2495	0.42116	1001_rep4_dom.hs_fixed.txt
75	59676	m2	3469614	-0.0111321	0	p1	2975	3256	2975	0.187132	1001_rep4_dom.hs_fixed.txt
76	55934	m2	9266707	-0.00601481	0	p1	2789	3279	2789	0.254076	1001_rep4_dom.hs_fixed.txt
77	60918	m2	4989851	-0.00547165	0	p1	3036	3291	3036	0.0886982	1001_rep4_dom.hs_fixed.txt
78	60393	m2	5015105	-0.013328	0	p1	3009	3291	3009	0.431746	1001_rep4_dom.hs_fixed.txt
79	57778	m2	6757205	-0.00158015	0	p1	2882	3333	2882	0.140648	1001_rep4_dom.hs_fixed.txt
80	57975	m2	6928063	-0.0338663	0	p1	2892	3333	2892	0.410258	1001_rep4_dom.hs_fixed.txt
81	62600	m2	6990594	-0.00384328	0	p1	3117	3333	3117	0.150493	1001_rep4_dom.hs_fixed.txt
82	56599	m2	8585581	-0.00502584	0	p1	2823	3362	2823	0.374016	1001_rep4_dom.hs_fixed.txt
83	61246	m2	1856627	-0.0113275	0	p1	3052	3391	3052	0.331166	1001_rep4_dom.hs_fixed.txt
84	63608	m2	6440336	-0.00653837	0	p1	3164	3437	3164	0.106957	1001_rep4_dom.hs_fixed.txt
85	55919	m2	5786290	-0.00561094	0	p1	2788	3447	2788	0.0385316	1001_rep4_dom.hs_fixed.txt
86	60636	m2	5997114	-0.00895855	0	p1	3021	3447	3021	0.406522	1001_rep4_dom.hs_fixed.txt
87	66179	m2	1921344	-0.000450306	0	p1	3296	3530	3296	0.207978	1001_rep4_dom.hs_fixed.txt
88	68186	m2	7750630	-0.0202421	0	p1	3400	3558	3400	0.297705	1001_rep4_dom.hs_fixed.txt
89	64397	m2	962138	-0.0530608	0	p1	3203	3569	3203	0.466928	1001_rep4_dom.hs_fixed.txt
90	68897	m2	9254571	-0.0397931	0	p1	3434	3603	3434	0.0553257	1001_rep4_dom.hs_fixed.txt
91	30251	m2	59844	-0.0054629	0	p1	1517	3725	1517	0.272533	1001_rep4_dom.hs_fixed.txt
92	63639	m2	81939	-0.0150537	0	p1	3166	3725	3166	0.454408	1001_rep4_dom.hs_fixed.txt
93	60944	m2	129033	-0.0156814	0	p1	3037	3725	3037	0.239195	1001_rep4_dom.hs_fixed.txt
94	64767	m2	3154454	-0.00853944	0	p1	3223	3725	3223	0.270696	1001_rep4_dom.hs_fixed.txt
95	69267	m2	3446188	-0.00537992	0	p1	3453	3725	3453	0.437211	1001_rep4_dom.hs_fixed.txt
96	72004	m2	6332572	-0.0171738	0	p1	3586	3844	3586	0.0570797	1001_rep4_dom.hs_fixed.txt
97	71841	m2	7696399	-0.0372092	0	p1	3578	3902	3578	0.0340269	1001_rep4_dom.hs_fixed.txt
98	55583	m2	4075744	-0.00465755	0	p1	2770	3935	2770	0.302055	1001_rep4_dom.hs_fixed.txt
99	68115	m2	6104575	-0.0149387	0	p1	3396	3936	3396	0.10389	1001_rep4_dom.hs_fixed.txt
100	72250	m2	2427355	-0.0146203	0	p1	3598	4008	3598	0.3586	1001_rep4_dom.hs_fixed.txt
101	66165	m2	2748013	-0.02141	0	p1	3295	4008	3295	0.210638	1001_rep4_dom.hs_fixed.txt
102	76220	m2	5642253	-0.00159834	0	p1	3794	4009	3794	0.21563	1001_rep4_dom.hs_fixed.txt
103	74603	m2	9271901	-0.000510526	0	p1	3714	4076	3714	0.0897661	1001_rep4_dom.hs_fixed.txt
104	37057	m2	250216	-0.00448478	0	p1	1854	4104	1854	0.0460905	1001_rep4_dom.hs_fixed.txt
105	39345	m2	260503	-0.0441817	0	p1	1967	4104	1967	0.135362	1001_rep4_dom.hs_fixed.txt
106	57396	m2	339482	-0.00246338	0	p1	2863	4108	2863	0.133642	1001_rep4_dom.hs_fixed.txt
107	73258	m2	9097449	-0.00432703	0	p1	3647	4108	3647	0.446084	1001_rep4_dom.hs_fixed.txt
108	72675	m2	1271189	-0.0136646	0	p1	3618	4111	3618	0.353518	1001_rep4_dom.hs_fixed.txt
109	70340	m2	1384322	-0.0194236	0	p1	3505	4111	3505	0.0523331	1001_rep4_dom.hs_fixed.txt
110	67064	m2	7160573	-0.0119566	0	p1	3341	4170	3341	0.114779	1001_rep4_dom.hs_fixed.txt
111	74428	m2	7189697	-0.00895739	0	p1	3705	4170	3705	0.480617	1001_rep4_dom.hs_fixed.txt
112	77559	m2	3664883	-0.00466435	0	p1	3859	4272	3859	0.396398	1001_rep4_dom.hs_fixed.txt
113	81835	m2	6567802	-0.00676003	0	p1	4078	4290	4078	0.37496	1001_rep4_dom.hs_fixed.txt
114	82584	m2	1251898	-0.0251029	0	p1	4117	4368	4117	0.223823	1001_rep4_dom.hs_fixed.txt
115	76445	m2	8696733	-0.0027583	0	p1	3805	4396	3805	0.474461	1001_rep4_dom.hs_fixed.txt
116	73385	m2	8046328	-0.000646584	0	p1	3654	4404	3654	0.107819	1001_rep4_dom.hs_fixed.txt
117	78723	m2	8090510	-0.0370338	0	p1	3916	4404	3916	0.00888852	1001_rep4_dom.hs_fixed.txt
118	73686	m2	8091805	-0.00389232	0	p1	3671	4404	3671	0.417524	1001_rep4_dom.hs_fixed.txt
119	70556	m2	7901739	-0.0349292	0	p1	3516	4408	3516	0.218253	1001_rep4_dom.hs_fixed.txt
120	85262	m2	9937919	-0.0134444	0	p1	4252	4461	4252	0.489016	1001_rep4_dom.hs_fixed.txt
121	74669	m2	4821860	-0.0428975	0	p1	3716	4474	3716	0.171921	1001_rep4_dom.hs_fixed.txt
122	77249	m2	2045041	-0.0249584	0	p1	3843	4513	3843	0.230237	1001_rep4_dom.hs_fixed.txt
123	82232	m2	2355274	-0.00665175	0	p1	4098	4513	4098	0.286496	1001_rep4_dom.hs_fixed.txt
124	83737	m2	3952969	-0.00031575	0	p1	4176	4576	4176	0.0934624	1001_rep4_dom.hs_fixed.txt
125	51716	m2	4346504	-0.0063326	0	p1	2578	4618	2578	0.24992	1001_rep4_dom.hs_fixed.txt
126	72676	m2	4396487	-0.0124935	0	p1	3618	4618	3618	0.264333	1001_rep4_dom.hs_fixed.txt
127	60380	m2	4415841	-0.0547878	0	p1	3009	4618	3009	0.326263	1001_rep4_dom.hs_fixed.txt
128	84825	m2	7441126	-0.00173986	0	p1	4230	4624	4230	0.0826048	1001_rep4_dom.hs_fixed.txt
129	80230	m2	5260618	-0.0076832	0	p1	3994	4625	3994	0.0555924	1001_rep4_dom.hs_fixed.txt
130	75183	m2	5325269	-0.00717431	0	p1	3741	4625	3741	0.227974	1001_rep4_dom.hs_fixed.txt
131	90092	m2	4084523	-0.000969882	0	p1	4496	4656	4496	0.477652	1001_rep4_dom.hs_fixed.txt
132	90029	m2	4203778	-0.00793248	0	p1	4494	4656	4494	0.495969	1001_rep4_dom.hs_fixed.txt
133	83585	m2	6980919	-0.0331997	0	p1	4168	4657	4168	0.242493	1001_rep4_dom.hs_fixed.txt
134	87394	m2	2654197	-0.0081243	0	p1	4360	4670	4360	0.435901	1001_rep4_dom.hs_fixed.txt
135	87630	m2	2788933	-0.0113512	0	p1	4372	4670	4372	0.304154	1001_rep4_dom.hs_fixed.txt
136	78086	m2	790012	-0.0386255	0	p1	3884	4695	3884	0.340331	1001_rep4_dom.hs_fixed.txt
137	92377	m2	9354490	-0.0376242	0	p1	4607	4882	4607	0.219103	1001_rep4_dom.hs_fixed.txt
138	73163	m2	6812592	-0.0451594	0	p1	3642	4991	3642	0.178498	1001_rep4_dom.hs_fixed.txt
139	97967	m2	3232007	-0.0488309	0	p1	4891	5169	4891	0.0915514	1001_rep4_dom.hs_fixed.txt
140	98709	m2	3326584	-0.00849484	0	p1	4928	5169	4928	0.270896	1001_rep4_dom.hs_fixed.txt
141	93477	m2	4665949	-0.00884286	0	p1	4664	5169	4664	0.132555	1001_rep4_dom.hs_fixed.txt
142	95759	m2	7554495	-0.0142626	0	p1	4779	5236	4779	0.00658923	1001_rep4_dom.hs_fixed.txt
143	98214	m2	7978053	-0.00015241	0	p1	4902	5236	4902	0.436953	1001_rep4_dom.hs_fixed.txt
144	96869	m2	9204203	-0.000407146	0	p1	4837	5236	4837	0.407447	1001_rep4_dom.hs_fixed.txt
145	97560	m2	5313353	-0.00726036	0	p1	4872	5371	4872	0.355654	1001_rep4_dom.hs_fixed.txt
146	93984	m2	5404927	-0.0139405	0	p1	4693	5371	4693	0.328394	1001_rep4_dom.hs_fixed.txt
147	103981	m2	4102686	-0.00760717	0	p1	5191	5389	5191	0.474278	1001_rep4_dom.hs_fixed.txt
148	103738	m2	8375859	-0.00020087	0	p1	5180	5502	5180	0.153241	1001_rep4_dom.hs_fixed.txt
149	99073	m2	4910179	-0.005752	0	p1	4946	5564	4946	0.416496	1001_rep4_dom.hs_fixed.txt
150	96185	m2	4922767	-0.00252302	0	p1	4802	5564	4802	0.372949	1001_rep4_dom.hs_fixed.txt
151	107468	m2	4956210	-0.00102063	0	p1	5367	5564	5367	0.0999839	1001_rep4_dom.hs_fixed.txt
152	87792	m2	304877	-0.0249289	0	p1	4382	5642	4382	0.095743	1001_rep4_dom.hs_fixed.txt
153	108496	m2	3491912	-0.000709915	0	p1	5417	5653	5417	0.1865	1001_rep4_dom.hs_fixed.txt
154	110086	m2	4190098	-0.0107224	0	p1	5496	5708	5496	0.460551	1001_rep4_dom.hs_fixed.txt
155	109753	m2	5615777	-0.022321	0	p1	5479	5767	5479	0.0901816	1001_rep4_dom.hs_fixed.txt
156	110524	m2	3032883	-0.00360645	0	p1	5516	5779	5516	0.299364	1001_rep4_dom.hs_fixed.txt
157	104238	m2	7147825	-0.0169544	0	p1	5204	5785	5204	0.489392	1001_rep4_dom.hs_fixed.txt
158	110966	m2	4371776	-0.0186405	0	p1	5539	5787	5539	0.483561	1001_rep4_dom.hs_fixed.txt
159	112030	m2	1436563	-0.0186024	0	p1	5592	5831	5592	0.21174	1001_rep4_dom.hs_fixed.txt
160	110764	m2	9223542	-0.000751723	0	p1	5529	5843	5529	0.198348	1001_rep4_dom.hs_fixed.txt
161	112423	m2	2833656	-0.00854258	0	p1	5612	5850	5612	0.330139	1001_rep4_dom.hs_fixed.txt
162	114854	m2	6064494	-0.0159201	0	p1	5733	5874	5733	0.196142	1001_rep4_dom.hs_fixed.txt
163	114163	m2	6245429	-0.0142398	0	p1	5697	5919	5697	0.460375	1001_rep4_dom.hs_fixed.txt
164	112757	m2	6481047	-0.00909559	0	p1	5630	5919	5630	0.412112	1001_rep4_dom.hs_fixed.txt
165	116660	m2	6452255	-0.00184121	0	p1	5824	5924	5824	0.480439	1001_rep4_dom.hs_fixed.txt
166	113787	m2	1103422	-0.0329126	0	p1	5677	5956	5677	0.163256	1001_rep4_dom.hs_fixed.txt
167	115925	m2	31064	-0.0133976	0	p1	5786	6020	5786	0.423719	1001_rep4_dom.hs_fixed.txt
168	117178	m2	9088705	-0.0249592	0	p1	5849	6071	5849	0.070127	1001_rep4_dom.hs_fixed.txt
169	111323	m2	9721647	-0.0220961	0	p1	5557	6113	5557	0.120174	1001_rep4_dom.hs_fixed.txt
170	116927	m2	9871331	-0.0158755	0	p1	5837	6113	5837	0.175259	1001_rep4_dom.hs_fixed.txt
171	119084	m2	598072	-0.00268883	0	p1	5944	6119	5944	0.142167	1001_rep4_dom.hs_fixed.txt
172	113562	m2	7483738	-0.00639086	0	p1	5667	6119	5667	0.337285	1001_rep4_dom.hs_fixed.txt
173	119463	m2	746284	-0.000584116	0	p1	5964	6147	5964	0.179385	1001_rep4_dom.hs_fixed.txt
174	120034	m2	1567478	-0.00290517	0	p1	5993	6196	5993	0.119242	1001_rep4_dom.hs_fixed.txt
175	121162	m2	3182414	-0.000926737	0	p1	6049	6225	6049	0.211532	1001_rep4_dom.hs_fixed.txt
176	120365	m2	3202135	-0.0117469	0	p1	6010	6225	6010	0.2791	1001_rep4_dom.hs_fixed.txt
177	120347	m2	7984145	-0.00388561	0	p1	6009	6234	6009	0.421775	1001_rep4_dom.hs_fixed.txt
178	114201	m2	8796813	-0.0291542	0	p1	5698	6356	5698	0.202563	1001_rep4_dom.hs_fixed.txt
179	122776	m2	832285	-0.00723968	0	p1	6133	6419	6133	0.234375	1001_rep4_dom.hs_fixed.txt
180	124397	m2	7867743	-0.00874511	0	p1	6217	6497	6217	0.424672	1001_rep4_dom.hs_fixed.txt
181	125138	m2	3413797	-0.00503436	0	p1	6253	6580	6253	0.244289	1001_rep4_dom.hs_fixed.txt
182	124302	m2	9809089	-0.0113023	0	p1	6213	6594	6213	0.151158	1001_rep4_dom.hs_fixed.txt
183	126525	m2	3068446	-0.00832849	0	p1	6324	6677	6324	0.353809	1001_rep4_dom.hs_fixed.txt
184	124560	m2	3084606	-0.031383	0	p1	6224	6677	6224	0.123304	1001_rep4_dom.hs_fixed.txt
185	123216	m2	3247319	-0.00758551	0	p1	6157	6677	6157	0.0036841	1001_rep4_dom.hs_fixed.txt
186	125117	m2	3332813	-0.000778412	0	p1	6251	6677	6251	0.289402	1001_rep4_dom.hs_fixed.txt
187	127863	m2	3495002	-0.00404143	0	p1	6388	6677	6388	0.0704456	1001_rep4_dom.hs_fixed.txt
188	130348	m2	1315093	-0.0082773	0	p1	6517	6687	6517	0.345726	1001_rep4_dom.hs_fixed.txt
189	127929	m2	1354930	-0.0264158	0	p1	6392	6793	6392	0.171925	1001_rep4_dom.hs_fixed.txt
190	128410	m2	1393765	-0.0177607	0	p1	6417	6793	6417	0.0456493	1001_rep4_dom.hs_fixed.txt
191	127411	m2	3121029	-0.003414	0	p1	6366	6793	6366	0.471856	1001_rep4_dom.hs_fixed.txt
192	130938	m2	1114964	-0.00173793	0	p1	6546	6821	6546	0.403215	1001_rep4_dom.hs_fixed.txt
193	134300	m2	6059634	-0.0153556	0	p1	6715	6864	6715	0.418286	1001_rep4_dom.hs_fixed.txt
194	132360	m2	7565761	-0.00622006	0	p1	6618	6864	6618	0.343344	1001_rep4_dom.hs_fixed.txt
195	133142	m2	4153407	-0.00384612	0	p1	6655	6877	6655	0.381003	1001_rep4_dom.hs_fixed.txt
196	123478	m2	9154674	-0.00558783	0	p1	6171	6897	6171	0.0879136	1001_rep4_dom.hs_fixed.txt
197	129249	m2	9190648	-0.0191128	0	p1	6461	6897	6461	0.105905	1001_rep4_dom.hs_fixed.txt
198	130041	m2	9640549	-0.00669902	0	p1	6501	6919	6501	0.447633	1001_rep4_dom.hs_fixed.txt
199	128341	m2	9656846	-0.00370457	0	p1	6414	6919	6414	0.0846586	1001_rep4_dom.hs_fixed.txt
200	134950	m2	9665525	-0.00123194	0	p1	6747	6919	6747	0.0943302	1001_rep4_dom.hs_fixed.txt
201	134998	m2	8411584	-0.0144151	0	p1	6749	6943	6749	0.19946	1001_rep4_dom.hs_fixed.txt
202	135267	m2	4546098	-0.00557552	0	p1	6763	6981	6763	0.216569	1001_rep4_dom.hs_fixed.txt
203	128731	m2	4664089	-0.0113903	0	p1	6433	6981	6433	0.121363	1001_rep4_dom.hs_fixed.txt
204	135562	m2	8158510	-0.00565926	0	p1	6778	6991	6778	0.224528	1001_rep4_dom.hs_fixed.txt
205	139065	m2	2922800	-0.0025323	0	p1	6958	7058	6958	0.147113	1001_rep4_dom.hs_fixed.txt
206	135504	m2	3157989	-0.00691813	0	p1	6775	7058	6775	0.398222	1001_rep4_dom.hs_fixed.txt
207	135557	m2	5201739	-0.0131617	0	p1	6777	7058	6777	0.386716	1001_rep4_dom.hs_fixed.txt
208	138157	m2	9700105	-0.00227424	0	p1	6912	7125	6912	0.131995	1001_rep4_dom.hs_fixed.txt
209	133982	m2	1153065	-0.0349454	0	p1	6698	7221	6698	0.194923	1001_rep4_dom.hs_fixed.txt
210	129746	m2	381866	-0.0108461	0	p1	6486	7224	6486	0.319413	1001_rep4_dom.hs_fixed.txt
211	137173	m2	473262	-0.013647	0	p1	6862	7224	6862	0.253094	1001_rep4_dom.hs_fixed.txt
212	137522	m2	8617046	-0.00940962	0	p1	6881	7241	6881	0.00134868	1001_rep4_dom.hs_fixed.txt
213	139319	m2	7608939	-0.0137301	0	p1	6971	7242	6971	0.00533357	1001_rep4_dom.hs_fixed.txt
214	133483	m2	7149565	-0.0101851	0	p1	6673	7300	6673	0.360469	1001_rep4_dom.hs_fixed.txt
215	134074	m2	7189106	-0.0109368	0	p1	6703	7300	6703	0.189809	1001_rep4_dom.hs_fixed.txt
216	136532	m2	7344939	-0.00366211	0	p1	6827	7300	6827	0.173767	1001_rep4_dom.hs_fixed.txt
217	133049	m2	7367892	-0.00986118	0	p1	6650	7300	6650	0.497507	1001_rep4_dom.hs_fixed.txt
218	142902	m2	7603628	-0.00742958	0	p1	7149	7300	7149	0.360607	1001_rep4_dom.hs_fixed.txt
219	142241	m2	9460428	-0.0117405	0	p1	7114	7349	7114	0.338169	1001_rep4_dom.hs_fixed.txt
220	145770	m2	2918998	-0.00261801	0	p1	7290	7382	7290	0.153153	1001_rep4_dom.hs_fixed.txt
221	138180	m2	5710958	-0.000994357	0	p1	6914	7450	6914	0.0645924	1001_rep4_dom.hs_fixed.txt
222	146559	m2	7091012	-0.00465606	0	p1	7328	7531	7328	0.0171822	1001_rep4_dom.hs_fixed.txt
223	140197	m2	6556491	-0.00967371	0	p1	7015	7608	7015	0.0409266	1001_rep4_dom.hs_fixed.txt
224	147478	m2	287258	-0.0156323	0	p1	7371	7676	7371	0.4142	1001_rep4_dom.hs_fixed.txt
225	145833	m2	6061738	-0.0406479	0	p1	7293	7676	7293	0.0108376	1001_rep4_dom.hs_fixed.txt
226	148643	m2	4183628	-0.00731294	0	p1	7429	7700	7429	0.199884	1001_rep4_dom.hs_fixed.txt
227	144303	m2	5331305	-0.0107807	0	p1	7218	7713	7218	0.235636	1001_rep4_dom.hs_fixed.txt
228	150824	m2	2409993	-0.0150012	0	p1	7543	7779	7543	0.097717	1001_rep4_dom.hs_fixed.txt
229	150159	m2	310226	-0.00178171	0	p1	7509	7789	7509	0.130122	1001_rep4_dom.hs_fixed.txt
230	152295	m2	7510071	-0.00613829	0	p1	7617	7922	7617	0.0334601	1001_rep4_dom.hs_fixed.txt
231	156493	m2	4241283	-0.0169017	0	p1	7825	7974	7825	0.301387	1001_rep4_dom.hs_fixed.txt
232	150621	m2	1834820	-0.0258275	0	p1	7532	7989	7532	0.0167571	1001_rep4_dom.hs_fixed.txt
233	157664	m2	4980883	-0.0433931	0	p1	7885	7989	7885	0.425864	1001_rep4_dom.hs_fixed.txt
234	155357	m2	799645	-0.00483051	0	p1	7767	8030	7767	0.236604	1001_rep4_dom.hs_fixed.txt
235	157539	m2	6893739	-0.00709467	0	p1	7878	8096	7878	0.111021	1001_rep4_dom.hs_fixed.txt
236	157378	m2	8816976	-0.00353421	0	p1	7870	8110	7870	0.0475496	1001_rep4_dom.hs_fixed.txt
237	158408	m2	4752571	-0.00469085	0	p1	7923	8114	7923	0.305498	1001_rep4_dom.hs_fixed.txt
238	158095	m2	9693577	-0.000786758	0	p1	7907	8272	7907	0.489897	1001_rep4_dom.hs_fixed.txt
239	156220	m2	9956777	-0.0352492	0	p1	7812	8282	7812	0.275385	1001_rep4_dom.hs_fixed.txt
240	163619	m2	6053026	-0.00518299	0	p1	8174	8327	8174	0.196027	1001_rep4_dom.hs_fixed.txt
241	165547	m2	1859663	-0.00414142	0	p1	8272	8400	8272	0.0731702	1001_rep4_dom.hs_fixed.txt
242	162925	m2	2358862	-0.0203878	0	p1	8142	8406	8142	0.373775	1001_rep4_dom.hs_fixed.txt
243	159323	m2	2491678	-0.0152447	0	p1	7968	8406	7968	0.0693904	1001_rep4_dom.hs_fixed.txt
244	169229	m2	8424305	-0.0222886	0	p1	8451	8578	8451	0.0628079	1001_rep4_dom.hs_fixed.txt
245	163607	m2	8429120	-0.00602452	0	p1	8174	8578	8174	0.374612	1001_rep4_dom.hs_fixed.txt
246	167548	m2	5488214	-0.0100238	0	p1	8369	8586	8369	0.474819	1001_rep4_dom.hs_fixed.txt
247	167398	m2	5837178	-0.00556564	0	p1	8363	8586	8363	0.32875	1001_rep4_dom.hs_fixed.txt
